TransactionID,AccountID,TransactionDate,TransactionType,Amount,Channel,Country
1538,841,2024-11-04,Transfer,32247.79,Mobile,Syria
1539,1783,2025-11-10,Transfer,10220.86,Mobile,India
1540,1403,2025-11-19,Withdrawal,42523.44,Mobile,Singapore
1541,1666,2026-03-29,Transfer,72663.72,Branch,Germany
1542,1534,2024-09-04,Transfer,84820.71,Branch,UAE
1543,1766,2026-04-13,Deposit,52510.87,Branch,Singapore
1544,750,2025-03-17,Withdrawal,30443.13,Branch,Singapore
1545,1766,2026-01-05,Transfer,72523.54,Mobile,Iran
1546,1628,2026-03-11,Transfer,64774.81,Online,UK
1547,1714,2025-04-15,Transfer,48486.04,Online,USA
1548,303,2025-07-22,Deposit,10829.32,Mobile,Afghanistan
1549,587,2026-04-13,Transfer,94099.68,ATM,Singapore
1550,908,2024-08-18,Deposit,63587.11,ATM,USA
1551,1333,2024-06-04,Withdrawal,90517.99,ATM,UAE
1552,699,2024-11-18,Deposit,27599.35,Online,UK
1553,1847,2025-08-26,Withdrawal,64501.94,Mobile,Germany
1554,292,2025-05-31,Withdrawal,50451.85,Online,UK
1555,967,2025-01-22,Deposit,52681.93,ATM,Germany
1556,1293,2025-06-08,Withdrawal,1682.9,Mobile,Afghanistan
1557,1876,2025-02-07,Transfer,86991.38,Mobile,UAE
1558,1577,2024-06-01,Deposit,57138.24,Online,India
1559,927,2024-05-03,Deposit,42258.49,Branch,UAE
1560,545,2024-01-05,Deposit,5022.56,Mobile,Afghanistan
1561,1169,2024-11-11,Transfer,37560.73,Mobile,UK
1562,430,2026-03-01,Transfer,59224.65,Branch,UAE
1563,1959,2025-03-18,Transfer,51124.93,Online,Germany
1564,338,2026-05-06,Transfer,77430.88,Branch,Canada
1565,651,2025-01-25,Transfer,37421.71,ATM,Canada
1566,1038,2025-10-05,Withdrawal,14860.59,ATM,North Korea
1567,1710,2024-10-20,Deposit,2880.47,Branch,USA
1568,1463,2025-07-18,Deposit,22339.72,Branch,Iran
1569,1419,2026-05-01,Deposit,66139.5,ATM,USA
1570,1750,2024-03-08,Deposit,37657.66,ATM,Syria
1571,1460,2024-10-15,Withdrawal,16887.3,Branch,UK
1572,1190,2024-12-22,Deposit,30266.83,Mobile,Singapore
1573,1613,2024-02-06,Transfer,183.91,Mobile,Afghanistan
1574,188,2024-03-04,Deposit,44966.88,ATM,Afghanistan
1575,266,2024-05-06,Transfer,10293.29,Online,Syria
1576,1900,2024-03-07,Deposit,91072.79,ATM,USA
1577,826,2025-06-20,Transfer,41683.01,Mobile,UK
1578,248,2024-10-01,Withdrawal,39401.63,Branch,USA
1579,400,2025-05-24,Deposit,73897.58,Mobile,Canada
1580,1919,2024-07-21,Transfer,98729.11,Branch,Afghanistan
1581,510,2025-09-18,Transfer,6756.2,Branch,Canada
1582,874,2025-12-04,Deposit,93663.37,ATM,UAE
1583,1333,2025-10-18,Withdrawal,30941.13,Online,Canada
1584,381,2024-04-28,Deposit,55428.55,Online,Singapore
1585,1689,2024-04-05,Transfer,59798.5,ATM,Singapore
1586,1334,2026-02-24,Transfer,88565.48,Online,Germany
1587,841,2024-01-04,Transfer,53446.0,Online,India
1588,725,2025-10-09,Withdrawal,669.77,Branch,India
1589,828,2025-10-03,Transfer,51522.54,Online,UK
1590,587,2024-12-30,Withdrawal,80992.25,Mobile,USA
1591,1356,2024-10-07,Transfer,44632.55,Mobile,North Korea
1592,1436,2024-01-27,Transfer,25171.13,Online,India
1593,317,2024-06-30,Withdrawal,38855.38,Mobile,North Korea
1594,1996,2026-02-28,Withdrawal,92779.6,Mobile,Syria
1595,942,2024-08-03,Transfer,60810.3,Branch,USA
1596,432,2025-09-13,Transfer,35516.17,ATM,UK
1597,693,2026-05-10,Transfer,57540.11,ATM,UAE
1598,288,2025-07-09,Deposit,71653.21,ATM,Canada
1599,636,2025-05-08,Deposit,55971.82,Online,India
1600,1227,2024-03-03,Withdrawal,85163.93,ATM,UAE
1601,850,2026-02-14,Withdrawal,63094.9,ATM,Afghanistan
1602,1617,2024-11-19,Deposit,56680.14,Online,UK
1603,1712,2025-09-06,Transfer,13914.47,Branch,Canada
1604,1654,2026-04-16,Transfer,65046.57,Branch,Syria
1605,1251,2025-09-25,Transfer,88109.12,Mobile,Canada
1606,137,2025-05-08,Transfer,3923.74,Mobile,Iran
1607,1262,2025-05-20,Transfer,52782.35,Online,UAE
1608,517,2025-04-16,Transfer,41580.38,Branch,UAE
1609,566,2025-09-30,Withdrawal,91213.77,Mobile,Germany
1610,1835,2024-03-18,Deposit,70704.16,ATM,India
1611,190,2026-03-05,Transfer,60046.42,ATM,UK
1612,752,2026-04-10,Withdrawal,12596.72,Branch,UAE
1613,1089,2025-04-25,Deposit,46531.62,Mobile,Singapore
1614,1129,2024-11-16,Transfer,94084.5,Online,Canada
1615,492,2024-01-24,Transfer,9042.43,Branch,UAE
1616,222,2025-04-23,Withdrawal,79527.53,Online,UK
1617,993,2024-01-14,Transfer,26639.0,ATM,Canada
1618,672,2025-08-21,Transfer,50796.14,Online,UK
1619,1433,2026-01-13,Transfer,32925.98,Branch,Singapore
1620,561,2025-02-07,Withdrawal,2284.12,Online,USA
1621,655,2026-06-10,Withdrawal,5052.86,Branch,India
1622,1638,2024-01-03,Deposit,24046.84,Online,India
1623,1696,2026-04-01,Withdrawal,98328.07,Online,Iran
1624,212,2024-01-29,Transfer,58086.57,Mobile,North Korea
1625,651,2026-01-18,Deposit,10690.4,Online,Afghanistan
1626,372,2025-05-07,Deposit,50439.47,Mobile,Afghanistan
1627,718,2024-03-26,Transfer,29644.7,Mobile,Germany
1628,406,2024-09-07,Withdrawal,52264.48,Online,Syria
1629,1172,2024-03-16,Transfer,63724.34,Mobile,India
1630,969,2026-06-08,Transfer,75579.43,Online,Afghanistan
1631,1001,2024-05-01,Withdrawal,9550.71,Online,USA
1632,1638,2025-06-14,Transfer,38760.77,Online,Iran
1633,1818,2025-05-08,Withdrawal,99283.17,Online,Canada
1634,1728,2026-01-08,Withdrawal,5039.96,Mobile,UK
1635,112,2026-02-14,Withdrawal,1494.77,Branch,Afghanistan
1636,537,2025-01-17,Transfer,35234.38,Branch,Iran
1637,1221,2024-09-04,Transfer,49543.52,ATM,UK
1638,334,2026-03-23,Transfer,20017.37,ATM,Germany
1639,1690,2025-01-05,Transfer,78232.12,Branch,Canada
1640,904,2025-03-06,Deposit,76399.2,Mobile,India
1641,341,2025-01-08,Deposit,36054.08,Online,Canada
1642,850,2025-05-04,Deposit,13719.46,ATM,Afghanistan
1643,196,2024-11-11,Transfer,27704.35,Branch,UAE
1644,1207,2024-05-09,Transfer,96927.75,ATM,North Korea
1645,1528,2026-01-17,Transfer,54465.07,Branch,Germany
1646,585,2025-07-11,Transfer,33481.86,ATM,UAE
1647,1263,2025-09-12,Deposit,24476.47,Branch,Canada
1648,1273,2025-06-08,Withdrawal,85352.51,Mobile,UAE
1649,1664,2026-02-17,Deposit,29676.97,ATM,Germany
1650,1320,2024-06-25,Withdrawal,82542.01,Branch,North Korea
1651,995,2025-09-29,Deposit,15888.42,Branch,USA
1652,313,2025-05-04,Transfer,27800.24,Online,Syria
1653,727,2024-09-20,Withdrawal,48418.73,ATM,India
1654,728,2025-11-12,Transfer,81210.36,Branch,Syria
1655,476,2024-08-18,Withdrawal,62449.53,ATM,Afghanistan
1656,1398,2024-08-02,Transfer,25138.59,Branch,Germany
1657,538,2024-03-31,Transfer,11736.35,ATM,UK
1658,239,2026-03-25,Deposit,33420.14,Online,UAE
1659,1809,2024-09-02,Withdrawal,96098.78,ATM,North Korea
1660,1796,2024-11-30,Deposit,60146.98,Mobile,Iran
1661,247,2025-10-18,Transfer,97916.23,Branch,Canada
1662,1656,2024-07-04,Withdrawal,71956.9,ATM,Iran
1663,99,2025-09-10,Transfer,80497.54,Online,USA
1664,30,2024-05-26,Deposit,89171.54,Online,Afghanistan
1665,1773,2024-10-24,Transfer,69415.62,Mobile,UK
1666,636,2024-12-06,Withdrawal,967.13,ATM,India
1667,1595,2024-01-10,Transfer,99600.79,Mobile,Iran
1668,1357,2026-04-24,Deposit,43344.89,Mobile,Syria
1669,68,2024-01-01,Deposit,1811.66,Mobile,India
1670,1520,2025-05-31,Deposit,9319.74,ATM,Syria
1671,1893,2024-01-24,Withdrawal,70664.29,ATM,Iran
1672,818,2024-10-26,Transfer,3196.66,Online,Germany
1673,1772,2024-03-14,Transfer,97223.04,Online,Canada
1674,1602,2025-07-23,Deposit,41254.29,ATM,USA
1675,271,2025-10-24,Transfer,21738.03,Mobile,Afghanistan
1676,481,2026-01-31,Withdrawal,5372.18,Branch,India
1677,1125,2024-12-06,Withdrawal,14562.34,Branch,USA
1678,1191,2025-08-13,Withdrawal,36643.33,Mobile,Afghanistan
1679,227,2025-01-14,Deposit,43121.06,Mobile,Singapore
1680,792,2025-01-28,Withdrawal,38232.29,ATM,Canada
1681,114,2025-10-05,Withdrawal,3472.42,Branch,Afghanistan
1682,987,2025-09-26,Deposit,42005.22,Branch,Iran
1683,1648,2026-01-23,Transfer,45278.99,Mobile,Singapore
1684,418,2025-10-19,Transfer,66818.12,ATM,Singapore
1685,524,2026-03-16,Deposit,23844.78,ATM,India
1686,572,2025-02-15,Withdrawal,6636.75,Online,India
1687,1517,2024-08-02,Withdrawal,68654.62,Mobile,India
1688,995,2024-03-16,Withdrawal,80003.71,Online,UAE
1689,1044,2025-12-29,Transfer,22550.32,ATM,North Korea
1690,1215,2024-07-22,Withdrawal,40271.06,Mobile,North Korea
1691,285,2025-09-24,Withdrawal,93255.2,Online,Singapore
1692,1045,2024-07-19,Withdrawal,57993.63,Online,Singapore
1693,78,2026-04-19,Deposit,35999.48,Online,Afghanistan
1694,871,2024-07-14,Withdrawal,46780.3,Branch,UK
1695,621,2024-01-02,Deposit,49558.35,Online,Syria
1696,590,2026-05-11,Withdrawal,98688.62,Mobile,Germany
1697,1289,2025-09-17,Withdrawal,65629.69,Online,Iran
1698,203,2025-04-01,Transfer,12512.28,Online,UK
1699,970,2025-04-04,Withdrawal,30922.72,ATM,Syria
1700,1130,2026-05-29,Withdrawal,45330.48,Online,North Korea
1701,1243,2025-05-31,Withdrawal,68117.44,Online,Singapore
1702,1140,2024-08-10,Withdrawal,15652.2,Online,Afghanistan
1703,1133,2024-03-29,Deposit,15280.87,ATM,North Korea
1704,1325,2026-06-07,Withdrawal,43003.08,ATM,Singapore
1705,1623,2024-03-02,Transfer,46152.52,ATM,Germany
1706,295,2025-03-28,Withdrawal,30223.25,Online,North Korea
1707,195,2025-12-04,Deposit,13987.68,Mobile,USA
1708,1370,2025-01-24,Deposit,64442.09,ATM,Syria
1709,563,2026-03-18,Transfer,31552.84,ATM,UK
1710,1782,2026-02-12,Withdrawal,22112.57,Branch,Singapore
1711,1266,2025-07-03,Deposit,82997.03,Branch,Canada
1712,77,2024-06-28,Withdrawal,87914.9,Branch,Germany
1713,1322,2025-05-05,Deposit,53112.12,Branch,India
1714,105,2024-10-31,Withdrawal,74389.84,Mobile,Afghanistan
1715,819,2026-05-30,Deposit,38655.35,ATM,Singapore
1716,1061,2024-03-15,Withdrawal,26308.67,Branch,Canada
1717,1225,2024-09-24,Withdrawal,41024.17,Branch,Singapore
1718,284,2024-12-09,Withdrawal,28323.07,ATM,North Korea
1719,1507,2024-08-12,Transfer,59458.77,Branch,India
1720,1479,2026-05-30,Withdrawal,43064.9,ATM,UAE
1721,1896,2024-11-29,Withdrawal,22865.12,Online,UAE
1722,1208,2025-03-18,Withdrawal,13493.49,Branch,USA
1723,216,2024-08-10,Deposit,43156.85,ATM,India
1724,1881,2024-09-07,Withdrawal,41149.85,Online,Canada
1725,1826,2024-04-06,Deposit,35193.77,Branch,Afghanistan
1726,122,2024-11-27,Deposit,38167.41,Branch,Singapore
1727,1574,2025-04-02,Transfer,62181.68,Branch,Canada
1728,1425,2025-03-27,Withdrawal,370.88,ATM,UAE
1729,560,2026-01-16,Deposit,53631.24,Branch,Singapore
1730,1504,2024-10-03,Withdrawal,86192.68,Mobile,USA
1731,292,2025-09-13,Transfer,60067.65,Mobile,UK
1732,186,2025-07-12,Deposit,87220.1,Mobile,Iran
1733,1736,2025-09-19,Withdrawal,15712.24,ATM,Germany
1734,136,2024-08-08,Deposit,27793.7,Mobile,Germany
1735,1534,2024-08-31,Transfer,22739.6,Branch,India
1736,179,2025-06-19,Withdrawal,51129.49,Online,USA
1737,1333,2026-05-20,Withdrawal,19414.51,Branch,USA
1738,734,2024-01-24,Deposit,36853.33,Mobile,Afghanistan
1739,570,2024-04-28,Withdrawal,916.21,Mobile,Germany
1740,58,2024-12-01,Withdrawal,61529.43,Mobile,Canada
1741,379,2025-05-30,Deposit,94478.33,Online,UK
1742,1695,2025-03-24,Deposit,15546.94,Online,Canada
1743,3,2024-09-24,Transfer,52117.36,Mobile,Canada
1744,1508,2025-09-16,Deposit,33787.43,ATM,UK
1745,1019,2024-04-08,Transfer,56152.37,Branch,Singapore
1746,575,2024-03-19,Withdrawal,13654.02,ATM,UK
1747,1711,2024-09-19,Transfer,36072.7,Mobile,North Korea
1748,1060,2026-02-08,Transfer,36749.08,Branch,Syria
1749,1648,2024-09-04,Deposit,1813.35,ATM,India
1750,1697,2024-02-23,Deposit,2405.71,ATM,Singapore
1751,1533,2024-01-10,Transfer,93297.15,Online,India
1752,539,2024-05-27,Deposit,5231.95,Online,Iran
1753,1992,2024-06-06,Withdrawal,90714.86,Online,Syria
1754,1745,2024-01-06,Transfer,72233.93,Branch,Canada
1755,433,2025-07-24,Deposit,29296.17,Mobile,India
1756,1909,2024-03-12,Transfer,88507.5,ATM,North Korea
1757,1470,2024-05-07,Deposit,90591.33,Mobile,Singapore
1758,871,2024-07-09,Deposit,66498.99,Online,UK
1759,819,2026-03-22,Deposit,8213.8,ATM,India
1760,1913,2026-01-11,Transfer,79450.49,Mobile,Singapore
1761,1784,2025-12-22,Deposit,80336.59,Mobile,India
1762,745,2026-02-10,Withdrawal,26211.44,Branch,North Korea
1763,1635,2025-10-02,Transfer,97539.26,ATM,UAE
1764,1417,2024-08-17,Transfer,24340.06,ATM,Germany
1765,1982,2025-11-09,Transfer,3930.18,ATM,USA
1766,1510,2024-06-15,Deposit,19518.85,Mobile,UAE
1767,712,2026-03-30,Deposit,31492.34,Mobile,Germany
1768,1660,2026-03-28,Transfer,88924.84,Online,Syria
1769,660,2024-05-14,Deposit,67046.19,Branch,Canada
1770,610,2026-05-06,Deposit,14363.44,Branch,Syria
1771,1742,2025-06-14,Deposit,63394.72,Mobile,Iran
1772,601,2025-07-28,Transfer,72066.79,Mobile,Afghanistan
1773,545,2026-05-02,Deposit,59352.89,ATM,USA
1774,419,2025-07-23,Withdrawal,66284.84,Mobile,India
1775,693,2025-08-15,Deposit,74375.38,Mobile,Germany
1776,84,2025-01-08,Deposit,65903.94,Online,Canada
1777,560,2024-06-03,Withdrawal,94063.51,Branch,Syria
1778,1974,2025-03-19,Withdrawal,43675.32,Mobile,Canada
1779,364,2024-03-24,Deposit,11081.7,Mobile,Canada
1780,1225,2026-04-22,Deposit,90036.49,Online,Afghanistan
1781,1041,2026-04-28,Transfer,6219.23,Branch,North Korea
1782,982,2024-08-05,Transfer,15164.26,ATM,India
1783,420,2024-08-18,Deposit,22031.72,ATM,North Korea
1784,1467,2024-03-07,Withdrawal,18239.17,ATM,Iran
1785,1541,2026-02-14,Deposit,2332.91,Mobile,Canada
1786,826,2026-06-03,Transfer,22068.74,Branch,Afghanistan
1787,1971,2024-07-19,Transfer,22349.79,Mobile,Syria
1788,612,2025-04-03,Transfer,67148.39,Mobile,USA
1789,842,2025-08-13,Withdrawal,28519.25,Branch,Afghanistan
1790,613,2026-04-27,Withdrawal,1133.85,Online,Singapore
1791,665,2024-01-04,Withdrawal,42332.89,Online,India
1792,1262,2024-02-08,Transfer,56665.92,Online,UK
1793,572,2025-02-21,Transfer,80359.55,Branch,UAE
1794,1640,2024-04-12,Withdrawal,40136.9,ATM,Iran
1795,274,2024-06-22,Withdrawal,25596.48,Mobile,UK
1796,86,2024-02-09,Deposit,23277.0,ATM,Canada
1797,365,2024-03-24,Deposit,84536.51,ATM,North Korea
1798,548,2025-05-07,Deposit,96923.52,Online,India
1799,1134,2025-01-01,Deposit,62937.67,Branch,Canada
1800,1160,2026-03-13,Transfer,41351.84,ATM,UK
1801,1559,2025-09-29,Transfer,88397.31,ATM,Afghanistan
1802,476,2024-07-01,Withdrawal,69944.23,Mobile,Iran
1803,318,2024-06-29,Transfer,73385.06,Mobile,UAE
1804,1633,2025-11-01,Deposit,23270.47,ATM,UAE
1805,117,2026-01-25,Transfer,23870.59,Mobile,Syria
1806,929,2026-05-03,Withdrawal,90078.79,Online,Afghanistan
1807,826,2025-05-20,Deposit,94837.46,ATM,UK
1808,677,2026-02-09,Deposit,92635.48,Online,Iran
1809,552,2025-06-06,Withdrawal,4320.59,ATM,India
1810,909,2025-08-05,Transfer,56220.81,Branch,Germany
1811,546,2025-01-06,Deposit,87162.21,Mobile,North Korea
1812,1468,2025-02-14,Deposit,96424.85,Online,Germany
1813,1218,2026-05-21,Withdrawal,97800.53,Branch,Germany
1814,881,2026-04-24,Transfer,67828.53,Mobile,UAE
1815,31,2024-08-27,Deposit,34826.12,Mobile,Iran
1816,1902,2024-10-22,Transfer,63078.09,Mobile,Canada
1817,1953,2024-01-12,Deposit,63140.81,Branch,Afghanistan
1818,1767,2024-06-01,Deposit,21454.99,Online,Afghanistan
1819,759,2024-01-28,Withdrawal,94589.35,Branch,Iran
1820,1639,2026-06-02,Withdrawal,2234.43,Mobile,UK
1821,1970,2026-05-19,Withdrawal,10735.31,Mobile,UK
1822,1488,2024-07-27,Withdrawal,38228.3,ATM,Canada
1823,916,2026-06-04,Withdrawal,25873.63,Branch,Syria
1824,401,2025-01-07,Withdrawal,54899.5,ATM,Syria
1825,473,2025-10-04,Transfer,90100.33,Mobile,Afghanistan
1826,1381,2025-06-07,Withdrawal,83577.91,Branch,North Korea
1827,983,2024-08-23,Deposit,27216.28,Branch,Syria
1828,1295,2024-03-02,Withdrawal,20560.88,Branch,Germany
1829,88,2024-02-01,Deposit,98401.43,ATM,Syria
1830,176,2025-07-02,Withdrawal,28290.98,Online,North Korea
1831,518,2025-03-14,Withdrawal,16386.28,Branch,Germany
1832,1224,2025-08-28,Transfer,3621.0,ATM,Afghanistan
1833,721,2026-02-15,Transfer,97273.7,ATM,Iran
1834,1377,2025-02-09,Transfer,36229.92,Branch,Syria
1835,2000,2025-07-04,Deposit,17121.13,Mobile,USA
1836,70,2026-04-14,Deposit,70672.43,Mobile,Syria
1837,383,2025-10-25,Deposit,13618.69,Mobile,Iran
1838,1275,2025-06-13,Withdrawal,95783.35,ATM,India
1839,1663,2025-05-07,Transfer,65301.86,Branch,USA
1840,1855,2024-11-19,Transfer,65534.89,Branch,Syria
1841,476,2024-11-12,Withdrawal,8226.56,ATM,Singapore
1842,784,2024-12-27,Transfer,21392.46,Mobile,North Korea
1843,47,2025-04-16,Deposit,47994.79,ATM,India
1844,1706,2024-04-05,Withdrawal,85303.56,Branch,USA
1845,831,2024-02-10,Withdrawal,17551.51,ATM,Iran
1846,1688,2025-01-31,Deposit,14135.64,Online,Iran
1847,528,2025-02-24,Withdrawal,34345.59,Branch,Syria
1848,269,2025-09-11,Deposit,83773.04,Online,Iran
1849,1777,2025-04-28,Deposit,75057.08,ATM,Singapore
1850,304,2025-01-02,Withdrawal,23322.1,ATM,Afghanistan
1851,1385,2026-03-29,Withdrawal,22957.3,Mobile,Afghanistan
1852,578,2025-01-29,Withdrawal,48109.33,Branch,Singapore
1853,1025,2026-03-09,Transfer,58078.99,ATM,Syria
1854,1275,2024-04-24,Transfer,63515.46,Branch,USA
1855,1550,2025-09-10,Withdrawal,64427.77,Branch,Afghanistan
1856,1410,2024-04-28,Deposit,36608.2,Branch,UK
1857,1220,2025-12-28,Transfer,95289.65,Online,USA
1858,633,2026-03-12,Deposit,83644.24,ATM,Iran
1859,244,2024-03-25,Transfer,22991.65,Mobile,Canada
1860,1671,2025-06-03,Transfer,9738.48,Online,India
1861,823,2024-08-06,Transfer,1740.89,Mobile,India
1862,886,2024-07-10,Transfer,30275.78,Branch,Afghanistan
1863,304,2025-11-03,Withdrawal,15231.91,ATM,India
1864,153,2025-03-16,Withdrawal,95783.8,ATM,Singapore
1865,419,2024-10-14,Deposit,23338.19,ATM,UAE
1866,747,2026-02-06,Deposit,89588.55,Branch,India
1867,1424,2025-01-16,Transfer,92174.54,ATM,Afghanistan
1868,1954,2024-10-20,Withdrawal,59852.71,Online,Syria
1869,764,2024-01-21,Withdrawal,29670.35,Online,North Korea
1870,1208,2024-06-29,Deposit,93194.01,Mobile,Iran
1871,1099,2026-01-20,Transfer,75305.38,Branch,Afghanistan
1872,1681,2025-02-15,Transfer,6086.9,ATM,Canada
1873,740,2024-02-29,Transfer,99146.19,ATM,UK
1874,64,2025-05-02,Withdrawal,6598.05,Online,Afghanistan
1875,507,2026-04-09,Withdrawal,7652.58,ATM,Canada
1876,515,2026-05-30,Deposit,72291.36,Online,Singapore
1877,1003,2024-02-22,Transfer,205.16,Online,Canada
1878,254,2026-05-31,Deposit,48994.98,Online,North Korea
1879,1191,2024-11-08,Deposit,86740.91,Online,India
1880,1822,2025-03-04,Transfer,84293.41,Mobile,Afghanistan
1881,747,2025-03-13,Transfer,47024.8,ATM,Germany
1882,1780,2025-10-14,Withdrawal,10578.38,Branch,India
1883,1447,2024-08-20,Transfer,26931.06,Mobile,UAE
1884,1328,2024-03-26,Withdrawal,90260.77,Mobile,UK
1885,371,2025-01-07,Transfer,41245.32,Mobile,Afghanistan
1886,1588,2024-09-04,Withdrawal,79653.39,Online,India
1887,492,2024-10-28,Deposit,70097.59,ATM,Syria
1888,1022,2025-12-03,Transfer,73920.2,Mobile,North Korea
1889,1160,2026-04-08,Deposit,52488.43,Online,Canada
1890,1363,2025-04-19,Withdrawal,64167.88,Mobile,Iran
1891,1526,2024-04-19,Transfer,13249.68,Branch,Germany
1892,467,2026-05-12,Transfer,85476.24,Branch,India
1893,1181,2025-01-30,Transfer,46951.73,Mobile,UK
1894,1267,2025-10-14,Deposit,88281.49,Online,Iran
1895,593,2024-07-17,Deposit,90118.56,Branch,Germany
1896,1540,2024-10-19,Deposit,40281.82,Online,Singapore
1897,1726,2025-09-01,Transfer,87284.52,Branch,India
1898,746,2025-10-29,Withdrawal,1317.1,Online,Syria
1899,494,2025-07-15,Deposit,91402.18,Mobile,Iran
1900,423,2025-01-12,Transfer,53023.88,Mobile,USA
1901,1086,2024-08-10,Deposit,90590.45,Mobile,Canada
1902,170,2024-09-27,Transfer,43339.99,Branch,Canada
1903,1483,2026-06-02,Withdrawal,66223.28,Mobile,Germany
1904,416,2026-03-08,Deposit,11837.81,ATM,Syria
1905,939,2026-06-15,Deposit,80753.64,Online,India
1906,980,2024-12-11,Withdrawal,29538.24,Mobile,UAE
1907,330,2025-10-25,Deposit,64295.29,Branch,UK
1908,1051,2025-10-14,Transfer,84212.34,Online,Canada
1909,986,2026-01-09,Withdrawal,27360.28,Online,UK
1910,894,2024-06-20,Withdrawal,86338.16,ATM,USA
1911,908,2024-03-07,Transfer,92565.06,ATM,Syria
1912,1243,2025-07-26,Transfer,46662.95,Mobile,Singapore
1913,1692,2025-09-02,Withdrawal,11624.34,Mobile,Syria
1914,857,2024-10-06,Withdrawal,20808.81,Online,Canada
1915,658,2024-07-21,Withdrawal,29127.98,Branch,Afghanistan
1916,1185,2024-10-30,Withdrawal,22292.3,Branch,Singapore
1917,1585,2025-07-28,Withdrawal,53418.19,Mobile,Canada
1918,670,2025-08-14,Transfer,83665.47,Mobile,UAE
1919,1110,2025-06-12,Withdrawal,24435.12,Branch,Syria
1920,1110,2025-05-31,Deposit,21361.73,Online,North Korea
1921,686,2025-01-26,Deposit,59639.22,Online,Syria
1922,888,2025-05-03,Withdrawal,16476.46,Branch,USA
1923,1686,2025-07-25,Transfer,22220.39,Branch,North Korea
1924,39,2024-09-16,Withdrawal,86479.73,Online,Afghanistan
1925,1661,2025-03-16,Transfer,68208.27,Branch,Singapore
1926,264,2025-01-03,Withdrawal,16457.34,ATM,Germany
1927,1824,2024-12-17,Transfer,1068.58,Branch,Iran
1928,319,2024-10-24,Withdrawal,76207.7,ATM,Afghanistan
1929,566,2026-05-21,Withdrawal,2701.01,Mobile,UK
1930,812,2024-07-25,Deposit,47778.84,Branch,India
1931,1036,2025-03-23,Transfer,98177.88,Online,Singapore
1932,1145,2025-08-18,Withdrawal,78187.74,Branch,USA
1933,622,2025-05-14,Transfer,79413.69,Branch,USA
1934,1025,2025-09-21,Withdrawal,7317.03,Branch,UK
1935,105,2024-05-26,Transfer,11947.92,Branch,North Korea
1936,1911,2026-01-04,Deposit,36066.78,Branch,UAE
1937,1470,2025-08-24,Withdrawal,9379.57,ATM,Afghanistan
1938,362,2025-06-19,Withdrawal,77217.5,Online,Afghanistan
1939,1093,2025-02-21,Deposit,52476.21,Online,Singapore
1940,86,2025-05-08,Deposit,18497.92,Mobile,Singapore
1941,877,2024-08-23,Withdrawal,31051.67,Branch,North Korea
1942,1924,2025-10-18,Withdrawal,46919.75,Branch,UAE
1943,1579,2025-11-11,Deposit,23221.14,Branch,North Korea
1944,1745,2025-02-01,Deposit,50152.96,Mobile,North Korea
1945,1943,2025-01-04,Withdrawal,67813.19,Mobile,Germany
1946,1916,2024-04-25,Transfer,87602.65,Online,North Korea
1947,1659,2025-05-13,Withdrawal,4311.56,Online,Singapore
1948,1609,2024-06-21,Transfer,61262.19,Online,Afghanistan
1949,1261,2024-02-23,Transfer,94813.95,Mobile,UAE
1950,1874,2026-03-03,Withdrawal,67570.26,Online,Afghanistan
1951,385,2025-07-16,Deposit,77268.55,Mobile,Afghanistan
1952,1323,2024-12-15,Withdrawal,91819.29,Online,India
1953,32,2025-12-12,Withdrawal,75154.62,ATM,Syria
1954,1643,2024-12-01,Transfer,59935.32,ATM,UAE
1955,211,2024-01-17,Deposit,55984.56,Mobile,Singapore
1956,967,2024-03-26,Transfer,78995.55,Online,Germany
1957,184,2025-10-15,Transfer,68898.79,Mobile,Singapore
1958,1554,2026-05-04,Withdrawal,62167.54,Mobile,UK
1959,1905,2026-05-10,Deposit,53686.17,Online,Iran
1960,1855,2024-12-24,Deposit,22142.93,Mobile,India
1961,491,2024-07-06,Transfer,30670.4,Online,Singapore
1962,478,2026-04-28,Withdrawal,91447.14,ATM,UK
1963,824,2024-07-02,Transfer,22380.0,Branch,UAE
1964,678,2024-04-08,Deposit,68896.27,Branch,USA
1965,1971,2026-06-16,Transfer,33891.47,Branch,Iran
1966,302,2024-01-21,Transfer,10528.56,ATM,USA
1967,1522,2024-12-02,Transfer,80238.72,Online,Afghanistan
1968,1757,2024-10-22,Deposit,30997.91,ATM,Syria
1969,1526,2025-05-01,Transfer,65434.1,Mobile,North Korea
1970,1849,2026-03-28,Deposit,4936.95,Mobile,USA
1971,1512,2024-06-14,Transfer,84929.46,Online,Singapore
1972,93,2025-11-17,Deposit,10850.87,Online,India
1973,1304,2024-10-07,Deposit,55691.0,ATM,USA
1974,442,2026-02-15,Withdrawal,66425.06,Mobile,Germany
1975,1795,2025-06-11,Transfer,57697.91,ATM,USA
1976,1150,2026-05-13,Withdrawal,27286.46,Mobile,Iran
1977,811,2026-02-06,Deposit,70774.76,ATM,Syria
1978,1168,2024-07-16,Transfer,41502.61,Mobile,Canada
1979,834,2024-03-26,Transfer,98181.41,ATM,USA
1980,1415,2026-03-16,Transfer,74895.08,ATM,USA
1981,1283,2025-08-07,Transfer,26818.01,Online,North Korea
1982,1836,2025-09-18,Deposit,49654.46,Mobile,USA
1983,1539,2025-01-15,Transfer,32120.6,Mobile,North Korea
